vOTU	genome_length	genes	checkv_quality	miuvig_quality	completeness	completeness_method	cluster_contigs	cluster_proviruses	cluster_not_proviruses	n_samples	prevalence	mean_prevalent_abundance	mean_prevalent_rel_abund	Class	Order	Family	Subfamily	Genus	BaltimoreGroup	Host	annotated_genes	fraction_annotated
vOTU17851	62560	85	High-quality	High-quality	100	AAI-based (medium-confidence)	25	19	6	25	0.02804642166344294	0.8585105368046876	0.00430617769844044	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	24	0.2823529411764706
vOTU18342	88580	98	High-quality	High-quality	100	AAI-based (high-confidence)	7	4	3	7	0.01160541586073501	0.9250059175696728	0.00403363133523596	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	38	0.3877551020408163
vOTU00495	32346	53	High-quality	High-quality	100	AAI-based (high-confidence)	52	9	43	52	0.1218568665377176	0.7167704042339527	0.00336555230875502	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.49056603773584906
vOTU17972	57827	64	High-quality	High-quality	100	AAI-based (medium-confidence)	12	0	12	12	0.03191489361702127	2.7458736622503306	0.01545065930998987	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	27	0.421875
vOTU17607	96860	84	High-quality	High-quality	100	AAI-based (high-confidence)	28	0	28	28	0.04545454545454545	0.7828839008687849	0.00393585253125222	Caudoviricetes	Crassvirales	Intestiviridae	Churivirinae	Jahgtovirus	Group I	Bacteroides	82	0.9761904761904762
vOTU00895	32018	48	Complete	High-quality	100	Provirus (high-confidence)	10	1	9	10	0.03094777562862669	0.5990354022195562	0.00288449500365931	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	31	0.6458333333333334
vOTU00912	114523	114	Medium-quality	Genome-fragment	75.48	HMM-based (lower-bound)	28	0	28	28	0.3704061895551257	1.3987461705143145	0.00659830887311235	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	64	0.5614035087719298
vOTU01802	27854	42	Medium-quality	Genome-fragment	52.28	HMM-based (lower-bound)	13	7	6	13	0.14410058027079303	0.8942751494342116	0.00393125231598987	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	13	0.30952380952380953
vOTU18433	70757	105	High-quality	High-quality	100	AAI-based (high-confidence)	17	3	14	17	0.02707930367504835	0.5178700404911132	0.00227639231201375	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	58	0.5523809523809524
vOTU12018	33534	51	Complete	High-quality	100	Provirus (medium-confidence)	12	6	6	12	0.00967117988394584	0.8852478092425321	0.00434712527817851	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bifidobacterium	22	0.43137254901960786
vOTU05472	29915	43	Complete	High-quality	100	Provirus (medium-confidence)	12	9	3	12	0.00290135396518375	0.4041517399156313	0.00155803661843431	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	20	0.46511627906976744
vOTU14961	55554	70	High-quality	High-quality	100	AAI-based (medium-confidence)	6	2	4	6	0.00773694390715667	0.4558726000803281	0.0021786521195951	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	35	0.5
vOTU06788	54888	72	Complete	High-quality	100	Provirus (high-confidence)	12	3	9	12	0.00773694390715667	0.48208954043533814	0.00210827218107164	Caudoviricetes	n.a.	Unclassified	Unclassified	Mushuvirus	Group I	Faecalibacterium	56	0.7777777777777778
vOTU17102	25319	31	High-quality	High-quality	100	AAI-based (high-confidence)	12	6	6	12	0.05802707930367504	1.0214512994199751	0.00449211430672191	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	11	0.3548387096774194
vOTU11521	41623	45	High-quality	High-quality	98.07	AAI-based (high-confidence)	40	2	38	40	0.11508704061895551	0.5156909672383063	0.00246347276852614	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	18	0.4
vOTU09840	65775	85	High-quality	High-quality	100	AAI-based (medium-confidence)	6	2	4	6	0.00676982591876208	0.9387974656143586	0.00442888140322909	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	29	0.3411764705882353
vOTU18267	29681	55	Medium-quality	Genome-fragment	59.19	AAI-based (high-confidence)	7	2	5	7	0.04352030947775628	0.6185602969523819	0.00283980877657563	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	26	0.4727272727272727
vOTU08919	59917	90	High-quality	High-quality	100	AAI-based (medium-confidence)	22	10	12	22	0.05222437137330754	0.334259392620912	0.00150099930254143	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacillus	50	0.5555555555555556
vOTU08036	13758	18	Medium-quality	Genome-fragment	72.72	AAI-based (medium-confidence)	6	0	6	6	0.00676982591876208	6.0841656967694275	0.01671865722283605	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	10	0.5555555555555556
vOTU18130	33032	45	High-quality	High-quality	100	AAI-based (high-confidence)	6	4	2	6	0.00386847195357833	0.3468178437554321	0.00157396508176758	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	28	0.6222222222222222
vOTU12481	28051	35	Medium-quality	Genome-fragment	82.08	AAI-based (medium-confidence)	10	8	2	10	0.01257253384912959	1.0487944021302775	0.00475847022005517	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	16	0.45714285714285713
vOTU00279	53713	83	High-quality	High-quality	100	AAI-based (high-confidence)	77	7	70	77	0.13733075435203096	0.6986361587453087	0.00329225589269963	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	54	0.6506024096385542
vOTU09726	57361	79	Complete	High-quality	100	Provirus (high-confidence)	8	8	0	8	0.01160541586073501	2.8022471515819776	0.01102367698685982	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Streptococcus	49	0.620253164556962
vOTU01771	99563	122	High-quality	High-quality	100	AAI-based (high-confidence)	8	8	0	8	9.67117988394584e-4	3.946238396666823	0.02227510862319578	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	74	0.6065573770491803
vOTU17520	79478	109	High-quality	High-quality	100	AAI-based (high-confidence)	26	17	9	26	0.02901353965183752	0.8115640459769654	0.00443756044678504	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	72	0.6605504587155964
vOTU07403	42095	63	High-quality	High-quality	100	AAI-based (high-confidence)	7	0	7	7	0.00290135396518375	3.1323794361497694	0.01126858548533505	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	16	0.25396825396825395
vOTU02182	5755	9	High-quality	High-quality	100	HMM-based (lower-bound)	6	0	6	6	0.0058027079303675	0.5354671142563737	0.00246943586696355	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	2	0.2222222222222222
vOTU07467	41444	50	Complete	High-quality	100	Provirus (medium-confidence)	15	7	8	15	0.00967117988394584	1.2294345664562811	0.0065841594930281	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	20	0.4
vOTU06703	84780	107	High-quality	High-quality	97.88	AAI-based (high-confidence)	7	0	7	7	9.67117988394584e-4	3.8564229412251154	0.0266967965312046	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	32	0.29906542056074764
vOTU11688	51703	74	Medium-quality	Genome-fragment	84.3	AAI-based (high-confidence)	10	7	3	10	0.02321083172147002	1.3931320465274803	0.00694203309138091	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	31	0.4189189189189189
vOTU15060	49290	53	Medium-quality	Genome-fragment	86.66	AAI-based (medium-confidence)	7	6	1	7	0.00870406189555125	0.5432490613017178	0.00266101674169735	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	22	0.41509433962264153
vOTU06210	69561	66	High-quality	High-quality	100	HMM-based (lower-bound)	8	0	8	8	0.02514506769825918	1.5909094683921814	0.00728947151239812	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	40	0.6060606060606061
vOTU04991	40835	33	High-quality	High-quality	99.88	AAI-based (high-confidence)	6	4	2	6	0.15473887814313347	0.59931951314711	0.00282952773803111	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	23	0.696969696969697
vOTU17647	30659	47	Medium-quality	Genome-fragment	89.06	AAI-based (medium-confidence)	9	7	2	9	0.00483558994197292	0.4362725821947199	0.00190065687100748	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.5531914893617021
vOTU07807	32628	50	Complete	High-quality	100	Provirus (high-confidence)	6	1	5	6	0.00967117988394584	3.081606615864674	0.01287788991137289	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	18	0.36
vOTU07094	33645	51	High-quality	High-quality	100	AAI-based (medium-confidence)	6	3	3	6	0.00483558994197292	1.2042032702386831	0.00531865968607898	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	27	0.5294117647058824
vOTU15736	58101	69	Complete	High-quality	100	Provirus (high-confidence)	9	8	1	9	0.00386847195357833	0.7927699321251637	0.00419590576144644	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	44	0.6376811594202898
vOTU06227	16696	21	Complete	High-quality	100	Provirus (high-confidence)	14	7	7	14	0.07640232108317214	0.5402776953547439	0.00249761190655334	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	10	0.47619047619047616
vOTU12504	3350	5	Medium-quality	Genome-fragment	80.5	HMM-based (lower-bound)	6	0	6	6	0.01353965183752417	0.8305181003998379	0.00478625106851686	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	2	0.4
vOTU18348	7742	9	High-quality	High-quality	100	AAI-based (high-confidence)	18	11	7	18	0.02804642166344294	0.5420195450664906	0.00269581228218986	Malgrandaviricetes	Petitvirales	Microviridae	O	O	Group II	Unspecified	4	0.4444444444444444
vOTU00249	61480	86	High-quality	High-quality	100	AAI-based (high-confidence)	6	3	3	6	0.00773694390715667	0.4614137219137139	0.00207156509491399	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacillus	46	0.5348837209302325
vOTU06510	55417	78	High-quality	High-quality	100	AAI-based (high-confidence)	41	16	25	41	0.11411992263056092	0.39366642725792134	0.00183837486482997	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	49	0.6282051282051282
vOTU14886	58457	72	Complete	High-quality	100	Provirus (high-confidence)	6	5	1	6	9.67117988394584e-4	1.0055894468375026	0.00634792812212007	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	39	0.5416666666666666
vOTU07046	39201	59	High-quality	High-quality	100	AAI-based (high-confidence)	7	2	5	7	0.00870406189555125	0.8839839471904035	0.00424114469611669	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	29	0.4915254237288136
vOTU15643	45835	65	High-quality	High-quality	100	AAI-based (high-confidence)	25	8	17	25	0.0058027079303675	0.6451109733484416	0.00252540364713556	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	41	0.6307692307692307
vOTU07437	42387	53	High-quality	High-quality	100	AAI-based (high-confidence)	47	36	11	47	0.1653771760154739	0.7717267449072103	0.00346041134710387	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	27	0.5094339622641509
vOTU06381	7306	9	High-quality	High-quality	100	AAI-based (high-confidence)	8	5	3	8	0.02127659574468085	0.33813224782403795	0.0015929786724041	Malgrandaviricetes	Petitvirales	Microviridae	Unclassified	Unclassified	Group II	Unspecified	3	0.3333333333333333
vOTU14187	32327	49	Medium-quality	Genome-fragment	56.96	HMM-based (lower-bound)	7	5	2	7	0.01644100580270793	0.5241001737157709	0.0026297874472313	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.5306122448979592
vOTU11852	22631	38	High-quality	High-quality	100	AAI-based (high-confidence)	23	0	23	23	0.04642166344294004	0.5280864752605882	0.002443445761508	Caudoviricetes	n.a.	Unclassified	Unclassified	Ceduovirus	Group I	Lactococcus	38	1
vOTU12628	53156	83	Complete	High-quality	100	Provirus (high-confidence)	7	5	2	7	0.01257253384912959	0.7132861119502497	0.00341015611616273	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	40	0.4819277108433735
vOTU13529	62427	52	High-quality	High-quality	100	AAI-based (high-confidence)	8	3	5	8	9.67117988394584e-4	1.6715192923576818	0.0092798896959071	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	26	0.5
vOTU09243	53452	84	High-quality	High-quality	100	AAI-based (high-confidence)	15	5	10	15	9.67117988394584e-4	2.08656208450668	0.00835233884206498	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	45	0.5357142857142857
vOTU00662	41453	63	High-quality	High-quality	100	AAI-based (high-confidence)	11	1	10	11	0.02030947775628626	0.7940693196282687	0.00348240358135932	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	31	0.492063492063492
vOTU00524	28414	42	Complete	High-quality	100	Provirus (medium-confidence)	40	19	21	40	0.08123791102514506	0.4046764571076823	0.00195453222817097	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	20	0.47619047619047616
vOTU01208	32612	50	High-quality	High-quality	100	AAI-based (high-confidence)	6	2	4	6	0.0241779497098646	0.809827525118006	0.00338154064918879	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	30	0.6
vOTU00246	62980	99	Complete	High-quality	100	Provirus (high-confidence)	10	8	2	10	0.00967117988394584	0.5399989414574294	0.00243200474753144	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	51	0.5151515151515151
vOTU15924	97920	162	High-quality	High-quality	98.93	AAI-based (high-confidence)	6	0	6	6	0.00193423597678916	6.2247554851280515	0.0179982029705399	Caudoviricetes	Crassvirales	Suoliviridae	Bearivirinae	Afonbuvirus	Group I	Unspecified	148	0.9135802469135802
vOTU12054	102593	94	High-quality	High-quality	99.48	HMM-based (lower-bound)	10	4	6	10	0.01450676982591876	1.0437016988103212	0.00517940302205466	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Elizabethkingia	54	0.574468085106383
vOTU15998	39971	43	Complete	High-quality	100	Provirus (high-confidence)	10	5	5	10	0.00483558994197292	0.7167551313624996	0.0033585287623973	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	18	0.4186046511627907
vOTU05432	100604	104	Medium-quality	Genome-fragment	71.09	HMM-based (lower-bound)	7	0	7	7	0.03965183752417794	1.3856930495501625	0.00576848324901689	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	65	0.625
vOTU10057	33749	51	High-quality	High-quality	91.43	AAI-based (medium-confidence)	11	8	3	11	9.67117988394584e-4	0.3688780875486275	0.00181573149769603	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bifidobacterium	19	0.37254901960784315
vOTU17887	35758	48	High-quality	High-quality	100	AAI-based (high-confidence)	8	7	1	8	0.00483558994197292	1.6085573524520054	0.00637944755645146	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	25	0.5208333333333334
vOTU17870	84443	79	Medium-quality	Genome-fragment	68.63	AAI-based (high-confidence)	11	0	11	11	0.03288201160541586	1.5188799945398863	0.00634665584587273	Caudoviricetes	Crassvirales	Intestiviridae	Crudevirinae	O	Group I	Unspecified	76	0.9620253164556962
vOTU05884	62650	102	High-quality	High-quality	100	AAI-based (high-confidence)	13	7	6	13	0.00290135396518375	1.9001167941392	0.00783388068884133	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bifidobacterium	28	0.27450980392156865
vOTU00261	37548	58	High-quality	High-quality	100	AAI-based (high-confidence)	20	12	8	20	0.02804642166344294	1.0371911923762522	0.005156488935941	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	28	0.4827586206896552
vOTU01494	49616	64	High-quality	High-quality	100	AAI-based (high-confidence)	9	1	8	9	0.0609284332688588	0.5947481292486122	0.00262381613555071	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Roseburia	44	0.6875
vOTU13056	58315	72	Medium-quality	Genome-fragment	83.51	HMM-based (lower-bound)	57	50	7	57	0.01740812379110251	1.077171070403328	0.00425741496152583	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	34	0.4722222222222222
vOTU05613	9727	19	Medium-quality	Genome-fragment	81.75	AAI-based (high-confidence)	9	0	9	9	0.00773694390715667	0.7242102512668115	0.00345142328073467	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	4	0.21052631578947367
vOTU00317	44672	60	Complete	High-quality	100	Provirus (medium-confidence)	28	14	14	28	0.05319148936170213	0.8416388069752985	0.00382264330239915	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	31	0.5166666666666667
vOTU06499	43934	59	High-quality	High-quality	100	AAI-based (high-confidence)	10	3	7	10	0.00676982591876208	1.2499877160611317	0.00633663073996935	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	14	0.23728813559322037
vOTU00308	39175	52	High-quality	High-quality	100	AAI-based (high-confidence)	8	6	2	8	0.00193423597678916	0.979238523047861	0.00873980467057064	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bifidobacterium	23	0.4423076923076923
vOTU14174	55591	67	Medium-quality	Genome-fragment	88.83	AAI-based (medium-confidence)	18	11	7	18	0.02030947775628626	1.0667229554760755	0.00488555447028228	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	30	0.4477611940298507
vOTU07053	13226	18	High-quality	High-quality	100	AAI-based (high-confidence)	15	0	15	15	0.02030947775628626	0.834964665633836	0.00381744986368671	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	4	0.2222222222222222
vOTU05571	37483	57	Complete	High-quality	100	DTR (high-confidence)	9	0	9	9	0.0241779497098646	0.6593420769985587	0.00318591862310039	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	15	0.2631578947368421
vOTU16360	101455	119	High-quality	High-quality	100	HMM-based (lower-bound)	15	0	15	15	0.4052224371373307	0.6747461047535775	0.0031995635066011	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	61	0.5126050420168067
vOTU00697	45343	72	Medium-quality	Genome-fragment	70.55	HMM-based (lower-bound)	6	5	1	6	0.0058027079303675	0.6540033548472233	0.00344381470440108	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Butyrivibrio	35	0.4861111111111111
vOTU07045	113081	122	High-quality	High-quality	95.85	HMM-based (lower-bound)	14	3	11	14	0.14410058027079303	0.475827071807698	0.0023621165687316	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	39	0.319672131147541
vOTU06084	26347	33	High-quality	High-quality	100	AAI-based (medium-confidence)	27	4	23	27	0.06866537717601548	0.4760395505078367	0.00213877905407703	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	13	0.3939393939393939
vOTU16867	24970	30	Medium-quality	Genome-fragment	70.2	AAI-based (high-confidence)	10	6	4	10	0.0241779497098646	0.36278677261927667	0.00176023125216231	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	12	0.4
vOTU06782	39681	60	Medium-quality	Genome-fragment	69.21	AAI-based (medium-confidence)	9	0	9	9	0.00193423597678916	2.5400064626829524	0.01280506325215385	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	24	0.4
vOTU09801	46386	62	Medium-quality	Genome-fragment	89.64	AAI-based (high-confidence)	16	5	11	16	0.097678916827853	0.5340720643982725	0.00249676504347943	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	35	0.5645161290322581
vOTU01179	39992	51	Complete	High-quality	100	Provirus (medium-confidence)	9	6	3	9	0.01450676982591876	0.6227366051169348	0.00314458385381217	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	30	0.5882352941176471
vOTU16306	175145	188	High-quality	High-quality	99.97	AAI-based (high-confidence)	16	0	16	16	0.00676982591876208	1.6035973086133155	0.00701346518308076	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	73	0.3882978723404255
vOTU12334	97319	145	High-quality	High-quality	100	AAI-based (high-confidence)	11	10	1	11	0.00290135396518375	1.588016342497251	0.00503617789288116	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	50	0.3448275862068966
vOTU04124	45358	58	High-quality	High-quality	100	AAI-based (high-confidence)	10	3	7	10	0.01160541586073501	0.6763737909482243	0.00312204565532481	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	38	0.6551724137931034
vOTU04326	130526	139	High-quality	High-quality	94.62	HMM-based (lower-bound)	19	5	14	19	0.14410058027079303	1.918403972433563	0.00955292667967086	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	68	0.4892086330935252
vOTU00645	59628	65	Medium-quality	Genome-fragment	87.96	HMM-based (lower-bound)	28	13	15	28	0.05899419729206963	0.822210483114375	0.00423525739484733	Caudoviricetes	n.a.	Winoviridae	O	O	Group I	Winogradskyella	40	0.6153846153846154
vOTU01177	99379	108	High-quality	High-quality	100	AAI-based (high-confidence)	12	0	12	12	0.01450676982591876	0.9953846361872464	0.00448221552403315	Caudoviricetes	Crassvirales	Steigviridae	Asinivirinae	Kahnovirus	Group I	Unspecified	103	0.9537037037037036
vOTU18036	37087	59	High-quality	High-quality	100	AAI-based (high-confidence)	18	5	13	18	0.03094777562862669	0.5014387660254873	0.00247815094379074	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Brevibacillus	37	0.6271186440677966
vOTU18412	45916	63	High-quality	High-quality	100	AAI-based (high-confidence)	21	6	15	21	0.02611218568665377	0.5679747526079066	0.00259924276824337	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	35	0.5555555555555556
vOTU03023	31414	57	High-quality	High-quality	94.78	AAI-based (high-confidence)	6	4	2	6	0.00193423597678916	0.8415968608348278	0.00431410140226692	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	28	0.49122807017543857
vOTU16915	120766	121	High-quality	High-quality	100	HMM-based (lower-bound)	26	1	25	26	0.09864603481624758	3.1594526568681944	0.01580894428631798	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	51	0.4214876033057851
vOTU06179	28056	38	Complete	High-quality	100	Provirus (medium-confidence)	8	7	1	8	0.01063829787234042	0.6028350744207073	0.00272626910351799	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	18	0.47368421052631576
vOTU07911	28081	36	Medium-quality	Genome-fragment	75.32	AAI-based (high-confidence)	11	1	10	11	0.0299806576402321	1.1730385929854978	0.00588835303222012	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Streptococcus	26	0.7222222222222222
vOTU05728	24921	42	Medium-quality	Genome-fragment	54.75	AAI-based (high-confidence)	8	3	5	8	0.11411992263056092	0.6656520983066935	0.00301171895114442	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	19	0.4523809523809524
vOTU06719	120797	119	High-quality	High-quality	100	AAI-based (high-confidence)	8	5	3	8	0.00870406189555125	0.6735359228348936	0.00299484615832691	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacillus	46	0.3865546218487395
vOTU15971	29956	48	Medium-quality	Genome-fragment	88.78	AAI-based (high-confidence)	22	1	21	22	0.02127659574468085	0.8024480490153569	0.00324445305344215	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	13	0.2708333333333333
vOTU16349	37146	52	Complete	High-quality	100	Provirus (high-confidence)	15	13	2	15	9.67117988394584e-4	1.5733176691234378	0.00726804376000141	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	24	0.4615384615384616
vOTU02110	67900	91	Complete	High-quality	100	Provirus (high-confidence)	6	4	2	6	0.0058027079303675	0.7994418337569588	0.00584213884775275	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	43	0.4725274725274725
vOTU03484	51938	92	Medium-quality	Genome-fragment	74.72	AAI-based (high-confidence)	7	0	7	7	9.67117988394584e-4	1.252936936409225	0.00550431869168001	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	27	0.29347826086956524
vOTU08945	42603	54	High-quality	High-quality	92.94	AAI-based (medium-confidence)	13	9	4	13	0.07640232108317214	0.6373399739170547	0.00334591267893435	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	18	0.3333333333333333
vOTU11375	52183	94	Medium-quality	Genome-fragment	75.27	AAI-based (high-confidence)	6	0	6	6	0.00290135396518375	2.9559461270259133	0.0081956771956513	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	27	0.2872340425531915
vOTU13307	38045	58	High-quality	High-quality	95.35	AAI-based (high-confidence)	8	5	3	8	9.67117988394584e-4	1.2263922457630714	0.00590596802559663	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Microbacterium	24	0.41379310344827586
vOTU10525	31025	39	High-quality	High-quality	93.86	AAI-based (high-confidence)	10	6	4	10	0.00773694390715667	3.897873015676514	0.02020832073848374	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	7	0.1794871794871795
